indicator_code,indicator_name,country,countryiso3code,year,value,unit,obs_status,decimal
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2025,,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2024,3.99181200361831,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2023,4.30113648499413,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2022,7.51452414254605,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2021,4.55280140106356,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2020,-8.69343363776639,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2019,1.27129120536284,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2018,1.53720634021511,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2017,-1.06137114472548,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2016,5.65790147196586,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2015,7.08766622657654,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2014,4.63291785879667,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2013,4.9184505919085,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2012,4.68325642918792,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2011,6.73651167897515,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2010,1.60285004336325,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2009,-5.2429219073683,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2008,3.19181235452885,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2007,3.18441281459761,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2006,9.83727922860218,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2005,4.85513657996815,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2004,9.56652626277928,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2003,8.80057809996346,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2002,2.43337487237925,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2001,1.39892161061073,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),United Arab Emirates,ARE,2000,10.852837927302,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Australia,AUS,2025,1.35039785076631,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Australia,AUS,2024,1.37340773365975,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Australia,AUS,2023,3.58382100798981,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Australia,AUS,2022,4.25304559238732,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Australia,AUS,2021,2.00694844335034,,,1
NY.GDP.MKTP.KD.ZG,GDP growth (annual %),Australia,AUS,2020,-0.133531904304775,,,1
